"","Bluetooth connectivity","Worth the Money","Bad Performance","Excellent Performance","Good Performance","Ergonomics","Product Durability","Clarity","Bass Quality","Regret Purchase","After-sales Service","Brands","Battery"
"7448",0.084726867335563,0.142697881828317,0.0557413600891862,0.084726867335563,0.0702341137123746,0.0702341137123746,0.0702341137123746,0.0702341137123746,0.0557413600891862,0.0557413600891862,0.0702341137123746,0.084726867335563,0.084726867335563
"7500",0.079002079002079,0.051975051975052,0.051975051975052,0.0654885654885655,0.051975051975052,0.106029106029106,0.106029106029106,0.079002079002079,0.0654885654885655,0.0654885654885655,0.079002079002079,0.106029106029106,0.0925155925155925
"8241",0.0942928039702233,0.0781637717121588,0.0781637717121588,0.0781637717121588,0.0620347394540943,0.0781637717121588,0.0620347394540943,0.0620347394540943,0.110421836228288,0.0781637717121588,0.0620347394540943,0.0781637717121588,0.0781637717121588
"2030",0.0600961538461538,0.0913461538461539,0.0600961538461538,0.106971153846154,0.0913461538461539,0.0600961538461538,0.0600961538461538,0.122596153846154,0.0757211538461539,0.0913461538461539,0.0600961538461538,0.0600961538461538,0.0600961538461538
"13417",0.0699300699300699,0.0699300699300699,0.0881118881118881,0.0699300699300699,0.0881118881118881,0.0699300699300699,0.0699300699300699,0.106293706293706,0.0699300699300699,0.0699300699300699,0.0881118881118881,0.0699300699300699,0.0699300699300699
"11394",0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201
"2583",0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201
"5675",0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201
"5168",0.108974358974359,0.0673076923076923,0.0673076923076923,0.0673076923076923,0.0950854700854701,0.0534188034188034,0.0673076923076923,0.0950854700854701,0.0950854700854701,0.0673076923076923,0.0534188034188034,0.0534188034188034,0.108974358974359
"13694",0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0950226244343891,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342,0.0754147812971342
"2867",0.0835543766578249,0.0663129973474801,0.0835543766578249,0.0835543766578249,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.118037135278515,0.0663129973474801,0.10079575596817,0.0663129973474801
"12461",0.0913461538461539,0.0913461538461539,0.0913461538461539,0.0600961538461538,0.0600961538461538,0.0600961538461538,0.0913461538461539,0.0600961538461538,0.0757211538461539,0.0757211538461539,0.0600961538461538,0.106971153846154,0.0757211538461539
"9262",0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201
"10442",0.0674763832658569,0.120107962213225,0.102564102564103,0.0674763832658569,0.0850202429149798,0.0674763832658569,0.0674763832658569,0.0674763832658569,0.0850202429149798,0.0674763832658569,0.0674763832658569,0.0674763832658569,0.0674763832658569
"3509",0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.129172714078374,0.0725689404934688,0.0725689404934688
